StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
str3-7260cx3-acs-root03,Ethernet4/1,str3-acs-serv-61,enp59s0f1,100000,,Trunk
str3-7260cx3-acs-root03,Ethernet1/1,str3-7260cx3-acs-fan-01,Ethernet64/1,100000,"201-260",Trunk
str3-7260cx3-acs-root03,Ethernet2/1,str3-7260cx3-acs-fan-02,Ethernet64/1,100000,"261-320",Trunk
str3-7260cx3-acs-root03,Ethernet3/1,str3-7260cx3-acs-fan-03,Ethernet64/1,100000,"321-384",Trunk
str3-8102-05,Ethernet0,str3-7260cx3-acs-fan-01,Ethernet1/1,100000,201,Access
str3-8102-05,Ethernet4,str3-7260cx3-acs-fan-01,Ethernet2/1,100000,202,Access
str3-8102-05,Ethernet8,str3-7260cx3-acs-fan-01,Ethernet3/1,100000,203,Access
str3-8102-05,Ethernet12,str3-7260cx3-acs-fan-01,Ethernet4/1,100000,204,Access
str3-8102-05,Ethernet16,str3-7260cx3-acs-fan-01,Ethernet5/1,100000,205,Access
str3-8102-05,Ethernet20,str3-7260cx3-acs-fan-01,Ethernet6/1,100000,206,Access
str3-8102-05,Ethernet24,str3-7260cx3-acs-fan-01,Ethernet7/1,100000,207,Access
str3-8102-05,Ethernet28,str3-7260cx3-acs-fan-01,Ethernet8/1,100000,208,Access
str3-8102-05,Ethernet32,str3-7260cx3-acs-fan-01,Ethernet9/1,100000,209,Access
str3-8102-05,Ethernet36,str3-7260cx3-acs-fan-01,Ethernet10/1,100000,210,Access
str3-8102-05,Ethernet40,str3-7260cx3-acs-fan-01,Ethernet11/1,100000,211,Access
str3-8102-05,Ethernet44,str3-7260cx3-acs-fan-01,Ethernet12/1,100000,212,Access
str3-8102-05,Ethernet48,str3-7260cx3-acs-fan-01,Ethernet13/1,100000,213,Access
str3-8102-05,Ethernet52,str3-7260cx3-acs-fan-01,Ethernet14/1,100000,214,Access
str3-8102-05,Ethernet56,str3-7260cx3-acs-fan-01,Ethernet15/1,100000,215,Access
str3-8102-05,Ethernet60,str3-7260cx3-acs-fan-01,Ethernet16/1,100000,216,Access
str3-8102-05,Ethernet64,str3-7260cx3-acs-fan-01,Ethernet17/1,100000,217,Access
str3-8102-05,Ethernet68,str3-7260cx3-acs-fan-01,Ethernet18/1,100000,218,Access
str3-8102-05,Ethernet72,str3-7260cx3-acs-fan-01,Ethernet19/1,100000,219,Access
str3-8102-05,Ethernet76,str3-7260cx3-acs-fan-01,Ethernet20/1,100000,220,Access
str3-8102-05,Ethernet80,str3-7260cx3-acs-fan-01,Ethernet21/1,100000,221,Access
str3-8102-05,Ethernet84,str3-7260cx3-acs-fan-01,Ethernet22/1,100000,222,Access
str3-8102-05,Ethernet88,str3-7260cx3-acs-fan-01,Ethernet23/1,100000,223,Access
str3-8102-05,Ethernet92,str3-7260cx3-acs-fan-01,Ethernet24/1,100000,224,Access
str3-8102-05,Ethernet96,str3-7260cx3-acs-fan-01,Ethernet25/1,100000,225,Access
str3-8102-05,Ethernet100,str3-7260cx3-acs-fan-01,Ethernet26/1,100000,226,Access
str3-8102-05,Ethernet104,str3-7260cx3-acs-fan-01,Ethernet27/1,100000,227,Access
str3-8102-05,Ethernet108,str3-7260cx3-acs-fan-01,Ethernet28/1,100000,228,Access
str3-8102-05,Ethernet112,str3-7260cx3-acs-fan-01,Ethernet29/1,100000,229,Access
str3-8102-05,Ethernet116,str3-7260cx3-acs-fan-01,Ethernet30/1,100000,230,Access
str3-8102-05,Ethernet120,str3-7260cx3-acs-fan-01,Ethernet31/1,100000,231,Access
str3-8102-05,Ethernet124,str3-7260cx3-acs-fan-01,Ethernet32/1,100000,232,Access
str3-8102-05,Ethernet128,str3-7260cx3-acs-fan-01,Ethernet33/1,100000,233,Access
str3-8102-05,Ethernet132,str3-7260cx3-acs-fan-01,Ethernet34/1,100000,234,Access
str3-8102-05,Ethernet136,str3-7260cx3-acs-fan-01,Ethernet35/1,100000,235,Access
str3-8102-05,Ethernet140,str3-7260cx3-acs-fan-01,Ethernet36/1,100000,236,Access
str3-8102-05,Ethernet144,str3-7260cx3-acs-fan-01,Ethernet37/1,100000,237,Access
str3-8102-05,Ethernet148,str3-7260cx3-acs-fan-01,Ethernet38/1,100000,238,Access
str3-8102-05,Ethernet152,str3-7260cx3-acs-fan-01,Ethernet39/1,100000,239,Access
str3-8102-05,Ethernet156,str3-7260cx3-acs-fan-01,Ethernet40/1,100000,240,Access
str3-8102-05,Ethernet160,str3-7260cx3-acs-fan-01,Ethernet41/1,100000,241,Access
str3-8102-05,Ethernet164,str3-7260cx3-acs-fan-01,Ethernet42/1,100000,242,Access
str3-8102-05,Ethernet168,str3-7260cx3-acs-fan-01,Ethernet43/1,100000,243,Access
str3-8102-05,Ethernet172,str3-7260cx3-acs-fan-01,Ethernet44/1,100000,244,Access
str3-8102-05,Ethernet176,str3-7260cx3-acs-fan-01,Ethernet45/1,100000,245,Access
str3-8102-05,Ethernet180,str3-7260cx3-acs-fan-01,Ethernet46/1,100000,246,Access
str3-8102-05,Ethernet184,str3-7260cx3-acs-fan-01,Ethernet47/1,100000,247,Access
str3-8102-05,Ethernet188,str3-7260cx3-acs-fan-01,Ethernet48/1,100000,248,Access
str3-8102-05,Ethernet192,str3-7260cx3-acs-fan-01,Ethernet49/1,100000,249,Access
str3-8102-05,Ethernet196,str3-7260cx3-acs-fan-01,Ethernet50/1,100000,250,Access
str3-8102-05,Ethernet200,str3-7260cx3-acs-fan-01,Ethernet51/1,100000,251,Access
str3-8102-05,Ethernet204,str3-7260cx3-acs-fan-01,Ethernet52/1,100000,252,Access
str3-8102-05,Ethernet208,str3-7260cx3-acs-fan-01,Ethernet53/1,100000,253,Access
str3-8102-05,Ethernet212,str3-7260cx3-acs-fan-01,Ethernet54/1,100000,254,Access
str3-8102-05,Ethernet216,str3-7260cx3-acs-fan-01,Ethernet55/1,100000,255,Access
str3-8102-05,Ethernet220,str3-7260cx3-acs-fan-01,Ethernet56/1,100000,256,Access
str3-8102-05,Ethernet224,str3-7260cx3-acs-fan-01,Ethernet57/1,100000,257,Access
str3-8102-05,Ethernet228,str3-7260cx3-acs-fan-01,Ethernet58/1,100000,258,Access
str3-8102-05,Ethernet232,str3-7260cx3-acs-fan-01,Ethernet59/1,100000,259,Access
str3-8102-05,Ethernet236,str3-7260cx3-acs-fan-01,Ethernet60/1,100000,260,Access
str3-8102-05,Ethernet240,str3-7260cx3-acs-fan-03,Ethernet1/1,100000,321,Access
str3-8102-05,Ethernet244,str3-7260cx3-acs-fan-03,Ethernet2/1,100000,322,Access
str3-8102-05,Ethernet248,str3-7260cx3-acs-fan-03,Ethernet3/1,100000,323,Access
str3-8102-05,Ethernet252,str3-7260cx3-acs-fan-03,Ethernet4/1,100000,324,Access
str3-8102-06,Ethernet0,str3-7260cx3-acs-fan-02,Ethernet1/1,100000,261,Access
str3-8102-06,Ethernet4,str3-7260cx3-acs-fan-02,Ethernet2/1,100000,262,Access
str3-8102-06,Ethernet8,str3-7260cx3-acs-fan-02,Ethernet3/1,100000,263,Access
str3-8102-06,Ethernet12,str3-7260cx3-acs-fan-02,Ethernet4/1,100000,264,Access
str3-8102-06,Ethernet16,str3-7260cx3-acs-fan-02,Ethernet5/1,100000,265,Access
str3-8102-06,Ethernet20,str3-7260cx3-acs-fan-02,Ethernet6/1,100000,266,Access
str3-8102-06,Ethernet24,str3-7260cx3-acs-fan-02,Ethernet7/1,100000,267,Access
str3-8102-06,Ethernet28,str3-7260cx3-acs-fan-02,Ethernet8/1,100000,268,Access
str3-8102-06,Ethernet32,str3-7260cx3-acs-fan-02,Ethernet9/1,100000,269,Access
str3-8102-06,Ethernet36,str3-7260cx3-acs-fan-02,Ethernet10/1,100000,270,Access
str3-8102-06,Ethernet40,str3-7260cx3-acs-fan-02,Ethernet11/1,100000,271,Access
str3-8102-06,Ethernet44,str3-7260cx3-acs-fan-02,Ethernet12/1,100000,272,Access
str3-8102-06,Ethernet48,str3-7260cx3-acs-fan-02,Ethernet13/1,100000,273,Access
str3-8102-06,Ethernet52,str3-7260cx3-acs-fan-02,Ethernet14/1,100000,274,Access
str3-8102-06,Ethernet56,str3-7260cx3-acs-fan-02,Ethernet15/1,100000,275,Access
str3-8102-06,Ethernet60,str3-7260cx3-acs-fan-02,Ethernet16/1,100000,276,Access
str3-8102-06,Ethernet64,str3-7260cx3-acs-fan-02,Ethernet17/1,100000,277,Access
str3-8102-06,Ethernet68,str3-7260cx3-acs-fan-02,Ethernet18/1,100000,278,Access
str3-8102-06,Ethernet72,str3-7260cx3-acs-fan-02,Ethernet19/1,100000,279,Access
str3-8102-06,Ethernet76,str3-7260cx3-acs-fan-02,Ethernet20/1,100000,280,Access
str3-8102-06,Ethernet80,str3-7260cx3-acs-fan-02,Ethernet21/1,100000,281,Access
str3-8102-06,Ethernet84,str3-7260cx3-acs-fan-02,Ethernet22/1,100000,282,Access
str3-8102-06,Ethernet88,str3-7260cx3-acs-fan-02,Ethernet23/1,100000,283,Access
str3-8102-06,Ethernet92,str3-7260cx3-acs-fan-02,Ethernet24/1,100000,284,Access
str3-8102-06,Ethernet96,str3-7260cx3-acs-fan-02,Ethernet25/1,100000,285,Access
str3-8102-06,Ethernet100,str3-7260cx3-acs-fan-02,Ethernet26/1,100000,286,Access
str3-8102-06,Ethernet104,str3-7260cx3-acs-fan-02,Ethernet27/1,100000,287,Access
str3-8102-06,Ethernet108,str3-7260cx3-acs-fan-02,Ethernet28/1,100000,288,Access
str3-8102-06,Ethernet112,str3-7260cx3-acs-fan-02,Ethernet29/1,100000,289,Access
str3-8102-06,Ethernet116,str3-7260cx3-acs-fan-02,Ethernet30/1,100000,290,Access
str3-8102-06,Ethernet120,str3-7260cx3-acs-fan-02,Ethernet31/1,100000,291,Access
str3-8102-06,Ethernet124,str3-7260cx3-acs-fan-02,Ethernet32/1,100000,292,Access
str3-8102-06,Ethernet128,str3-7260cx3-acs-fan-02,Ethernet33/1,100000,293,Access
str3-8102-06,Ethernet132,str3-7260cx3-acs-fan-02,Ethernet34/1,100000,294,Access
str3-8102-06,Ethernet136,str3-7260cx3-acs-fan-02,Ethernet35/1,100000,295,Access
str3-8102-06,Ethernet140,str3-7260cx3-acs-fan-02,Ethernet36/1,100000,296,Access
str3-8102-06,Ethernet144,str3-7260cx3-acs-fan-02,Ethernet37/1,100000,297,Access
str3-8102-06,Ethernet148,str3-7260cx3-acs-fan-02,Ethernet38/1,100000,298,Access
str3-8102-06,Ethernet152,str3-7260cx3-acs-fan-02,Ethernet39/1,100000,299,Access
str3-8102-06,Ethernet156,str3-7260cx3-acs-fan-02,Ethernet40/1,100000,300,Access
str3-8102-06,Ethernet160,str3-7260cx3-acs-fan-02,Ethernet41/1,100000,301,Access
str3-8102-06,Ethernet164,str3-7260cx3-acs-fan-02,Ethernet42/1,100000,302,Access
str3-8102-06,Ethernet168,str3-7260cx3-acs-fan-02,Ethernet43/1,100000,303,Access
str3-8102-06,Ethernet172,str3-7260cx3-acs-fan-02,Ethernet44/1,100000,304,Access
str3-8102-06,Ethernet176,str3-7260cx3-acs-fan-02,Ethernet45/1,100000,305,Access
str3-8102-06,Ethernet180,str3-7260cx3-acs-fan-02,Ethernet46/1,100000,306,Access
str3-8102-06,Ethernet184,str3-7260cx3-acs-fan-02,Ethernet47/1,100000,307,Access
str3-8102-06,Ethernet188,str3-7260cx3-acs-fan-02,Ethernet48/1,100000,308,Access
str3-8102-06,Ethernet192,str3-7260cx3-acs-fan-02,Ethernet49/1,100000,309,Access
str3-8102-06,Ethernet196,str3-7260cx3-acs-fan-02,Ethernet50/1,100000,310,Access
str3-8102-06,Ethernet200,str3-7260cx3-acs-fan-02,Ethernet51/1,100000,311,Access
str3-8102-06,Ethernet204,str3-7260cx3-acs-fan-02,Ethernet52/1,100000,312,Access
str3-8102-06,Ethernet208,str3-7260cx3-acs-fan-02,Ethernet53/1,100000,313,Access
str3-8102-06,Ethernet212,str3-7260cx3-acs-fan-02,Ethernet54/1,100000,314,Access
